description,amount,is_recurring,source,month,account_type,debit_credit
maintenance and repair expense reference 48200,282794.56,0,Bank,3,expense,debit
monthly office rent reference 79441,159819.27,0,CSV,8,expense,debit
business loan received reference 64461,123387.55,1,PDF,7,liability,credit
owner capital introduced reference 97368,86095.28,0,CSV,11,equity,credit
consulting income received reference 25090,200850.08,0,Bank,5,revenue,credit
client payment for consulting services reference 42190,414287.24,0,Excel,3,revenue,credit
office supplies purchase reference 37058,54596.58,1,PDF,12,expense,debit
sales collection reference 72847,493362.6,0,Bank,2,revenue,credit
owner investment into business reference 15494,357488.7,0,Manual,8,equity,credit
purchase of computer equipment reference 18566,441119.22,0,Manual,4,asset,debit
office supplies purchase reference 75003,187138.04,0,Manual,2,expense,debit
sales revenue from customer invoice reference 56724,266858.28,1,Excel,8,revenue,credit
capital introduced by shareholder reference 18497,160042.31,0,CSV,10,equity,credit
customer invoice settlement reference 67485,314424.08,0,Bank,2,revenue,credit
courier and postage expense reference 81452,141641.12,1,Manual,7,expense,debit
salary payable recorded reference 75964,394118.88,0,PDF,3,liability,credit
software subscription expense reference 97574,7672.42,0,Manual,10,expense,debit
owner withdrawal against equity reference 52759,473521.82,0,Bank,5,equity,credit
tax payable recorded reference 46138,357357.2,0,PDF,11,liability,credit
consulting income received reference 49562,387125.03,0,Manual,9,revenue,credit
equipment acquisition reference 29471,440988.52,1,Bank,10,asset,debit
monthly office rent reference 55024,119399.31,0,CSV,5,expense,debit
salary payable recorded reference 78790,84029.69,0,Bank,8,liability,debit
prepaid insurance reference 88806,257994.87,0,Excel,9,asset,debit
employee salary payment reference 13120,339701.97,0,Manual,5,expense,debit
sales collection reference 75670,204596.08,0,Excel,6,revenue,credit
client payment for consulting services reference 42307,312003.08,0,CSV,8,revenue,debit
purchase of machinery reference 71969,241695.61,0,Excel,3,asset,debit
employee salary payment reference 43998,131955.22,0,Manual,7,expense,debit
accounts payable recorded reference 54618,415074.54,0,PDF,5,liability,credit
owner withdrawal against equity reference 83450,159283.56,0,PDF,9,equity,credit
security deposit paid reference 25426,131998.44,0,Excel,12,asset,debit
consulting income received reference 93506,480132.89,1,Manual,5,revenue,credit
courier and postage expense reference 74955,53241.68,0,Manual,2,expense,debit
business loan received reference 24616,489450.16,0,CSV,7,liability,credit
purchase of machinery reference 10988,73520.45,0,Excel,3,asset,debit
owner capital introduced reference 20741,459590.7,1,Excel,5,equity,credit
sales revenue from customer invoice reference 45344,157006.04,0,Excel,5,revenue,credit
loan repayment liability reference 33249,401870.69,0,PDF,10,liability,credit
accounts payable recorded reference 11415,251493.62,0,Excel,3,liability,credit
product sales receipt reference 26293,258627.44,0,PDF,3,revenue,credit
office supplies purchase reference 30034,6977.29,0,CSV,11,expense,debit
accounts receivable created reference 38756,241292.98,0,PDF,12,asset,debit
retained earnings transfer reference 12009,104154.7,0,CSV,7,equity,credit
business loan received reference 50894,409279.09,1,Manual,2,liability,credit
professional fees reference 95987,26865.3,0,Excel,1,expense,debit
product sales receipt reference 95663,214211.56,0,Bank,10,revenue,credit
business loan received reference 73031,178344.1,0,Excel,10,liability,credit
prepaid insurance reference 19923,1229.42,0,Manual,7,asset,credit
owner investment into business reference 31990,271905.45,0,Bank,8,equity,debit
office supplies purchase reference 80220,263782.68,1,Manual,5,expense,debit
prepaid insurance reference 31037,169224.27,0,Bank,5,asset,debit
tax payable recorded reference 67502,235503.03,0,Bank,6,liability,credit
loan repayment liability reference 82794,350764.38,0,CSV,10,liability,credit
tax payable recorded reference 76617,457736.63,0,Manual,11,liability,credit
loan repayment liability reference 96354,20580.83,0,CSV,2,liability,credit
gst payable recorded reference 18758,153878.2,0,CSV,5,liability,credit
supplier payable created reference 56501,109302.86,0,Excel,11,liability,credit
sales revenue from customer invoice reference 36213,253519.12,0,Excel,8,revenue,credit
owner capital introduced reference 39040,361813.03,0,Bank,10,equity,credit
tax payable recorded reference 32715,215921.02,1,Excel,2,liability,credit
security deposit paid reference 96958,308660.43,0,CSV,2,asset,debit
prepaid insurance reference 74685,182162.31,0,Excel,11,asset,debit
accounts receivable created reference 30928,44664.5,0,Bank,4,asset,debit
product sales receipt reference 26805,496329.57,1,CSV,8,revenue,debit
business loan received reference 73398,236583.68,0,Bank,3,liability,credit
sales revenue from customer invoice reference 44453,428436.99,1,Manual,8,revenue,credit
owner investment into business reference 27024,37251.91,0,PDF,6,equity,credit
consulting income received reference 52385,240300.0,0,Bank,2,revenue,credit
share capital contribution reference 43114,401582.16,0,PDF,4,equity,credit
share capital contribution reference 37231,371318.26,1,CSV,12,equity,credit
tax payable recorded reference 35044,192281.01,0,Excel,8,liability,credit
maintenance and repair expense reference 34664,138171.93,0,Bank,10,expense,debit
owner withdrawal against equity reference 38131,234471.27,0,Excel,10,equity,credit
purchase of machinery reference 77173,80523.78,0,CSV,11,asset,debit
inventory purchase for stock reference 80974,126023.35,1,CSV,11,asset,debit
maintenance and repair expense reference 92796,243592.73,0,CSV,9,expense,debit
shareholder contribution reference 76129,495451.0,0,Bank,11,equity,credit
subscription revenue reference 88571,452843.53,0,CSV,6,revenue,credit
business travel expense reference 92273,249506.53,1,Bank,6,expense,debit
prepaid insurance reference 85054,287181.13,0,Manual,12,asset,credit
sales revenue from customer invoice reference 19099,405575.97,0,CSV,7,revenue,debit
insurance expense reference 54298,249594.73,0,Excel,3,expense,debit
purchase of computer equipment reference 27256,200709.84,0,Bank,1,asset,debit
loan repayment liability reference 57359,348533.94,0,PDF,5,liability,credit
inventory purchase for stock reference 66410,450730.32,1,PDF,10,asset,debit
accounts payable recorded reference 12946,437342.2,1,PDF,3,liability,credit
employee salary payment reference 38860,384525.1,0,Bank,5,expense,debit
inventory purchase for stock reference 49817,436980.14,1,Bank,2,asset,debit
consulting income received reference 47644,162540.63,0,Bank,12,revenue,credit
purchase of office laptop reference 53278,418677.17,0,Bank,6,asset,debit
office furniture purchase reference 57649,225360.53,0,Excel,12,asset,debit
short term borrowing reference 64280,53303.13,0,Manual,12,liability,debit
accounts payable recorded reference 79091,2997.77,0,Bank,1,liability,credit
capital introduced by shareholder reference 66735,284873.22,0,CSV,4,equity,credit
supplier payable created reference 48870,313609.29,0,PDF,12,liability,credit
vendor credit purchase reference 98786,205619.82,1,PDF,2,liability,credit
maintenance and repair expense reference 10707,412783.75,0,Manual,2,expense,debit
gst payable recorded reference 75308,344227.85,0,Manual,6,liability,credit
subscription revenue reference 71671,274714.54,0,Excel,6,revenue,credit
security deposit paid reference 61270,140896.81,0,PDF,10,asset,credit
service revenue received reference 72039,281142.55,0,Bank,7,revenue,credit
purchase of machinery reference 52292,267319.24,0,PDF,4,asset,debit
salary payable recorded reference 54067,100598.93,1,Manual,12,liability,credit
accounts receivable created reference 20631,206619.23,0,Manual,12,asset,debit
accounts receivable created reference 78001,165396.31,0,Manual,3,asset,debit
office electricity bill reference 12027,314441.18,1,PDF,9,expense,debit
business loan received reference 87213,289299.79,0,Excel,1,liability,debit
vendor credit purchase reference 12389,248357.1,1,Bank,9,liability,debit
additional equity contribution reference 55439,120112.92,0,Manual,11,equity,credit
capital introduced by shareholder reference 39347,8894.9,0,CSV,11,equity,credit
product sales receipt reference 51327,318141.67,0,PDF,3,revenue,credit
sales revenue from customer invoice reference 62978,288780.15,0,Manual,9,revenue,credit
short term borrowing reference 35593,178072.08,0,PDF,3,liability,credit
loan repayment liability reference 58406,295796.44,0,Excel,2,liability,credit
vendor credit purchase reference 74615,283047.66,0,Manual,3,liability,credit
business travel expense reference 69693,379721.36,0,CSV,10,expense,credit
share capital contribution reference 42829,370425.35,1,Bank,12,equity,credit
share capital contribution reference 75532,66426.48,0,Manual,5,equity,credit
office furniture purchase reference 79735,370529.88,0,Excel,6,asset,debit
maintenance and repair expense reference 73304,77721.56,0,PDF,2,expense,debit
purchase of machinery reference 68263,451035.49,1,PDF,1,asset,debit
service revenue received reference 85800,486845.2,0,Manual,8,revenue,credit
accounts receivable created reference 10877,198530.4,0,Manual,2,asset,debit
loan repayment liability reference 18438,126872.15,1,CSV,7,liability,credit
tax payable recorded reference 18879,131671.09,1,CSV,6,liability,credit
security deposit paid reference 24499,156297.47,1,PDF,2,asset,debit
business loan received reference 46338,323903.7,0,PDF,11,liability,credit
owner investment into business reference 47775,215199.46,0,Bank,10,equity,credit
professional fees reference 32006,137785.19,0,Bank,3,expense,debit
customer invoice settlement reference 99944,4237.76,1,Bank,9,revenue,credit
employee salary payment reference 58146,337867.42,0,Bank,1,expense,debit
monthly office rent reference 49666,443699.2,0,Manual,6,expense,debit
customer invoice settlement reference 28397,250037.9,0,PDF,2,revenue,credit
gst payable recorded reference 99761,444180.21,0,CSV,1,liability,credit
client payment for consulting services reference 21779,219691.44,0,Manual,5,revenue,credit
salary payable recorded reference 58325,109711.68,0,Bank,8,liability,credit
loan repayment liability reference 17072,26037.87,0,Excel,3,liability,credit
tax payable recorded reference 87866,411060.66,0,Bank,12,liability,credit
purchase of computer equipment reference 12043,397264.63,0,Bank,3,asset,debit
accounts receivable created reference 73536,27725.08,0,CSV,9,asset,debit
inventory purchase for stock reference 24994,282836.64,0,Excel,11,asset,debit
marketing campaign expense reference 22160,182597.27,0,PDF,1,expense,debit
service revenue received reference 31666,75796.71,0,Excel,5,revenue,credit
share capital contribution reference 77918,28182.24,0,Excel,11,equity,credit
software subscription expense reference 26392,279128.87,0,CSV,11,expense,debit
employee salary payment reference 15092,139155.01,1,CSV,5,expense,debit
loan repayment liability reference 86085,63549.41,0,CSV,12,liability,credit
inventory purchase for stock reference 25286,378294.69,1,PDF,4,asset,credit
retained earnings transfer reference 13419,145984.61,0,Manual,1,equity,debit
tax payable recorded reference 99520,41955.08,0,Excel,1,liability,credit
gst payable recorded reference 59057,59325.86,0,CSV,5,liability,credit
prepaid insurance reference 73501,16395.67,1,Excel,12,asset,debit
accounts receivable created reference 81174,14461.93,1,Bank,3,asset,debit
sales revenue from customer invoice reference 13811,442130.78,0,Excel,3,revenue,credit
purchase of machinery reference 67106,384216.2,0,Manual,3,asset,debit
tax payable recorded reference 93984,381469.52,0,PDF,4,liability,credit
retained earnings transfer reference 75914,34576.37,1,Excel,9,equity,credit
owner withdrawal against equity reference 23389,497168.26,0,Manual,6,equity,credit
marketing campaign expense reference 71550,304562.69,0,PDF,2,expense,debit
business travel expense reference 92839,113065.71,0,Bank,10,expense,debit
salary payable recorded reference 39559,8067.74,0,Bank,6,liability,credit
sales revenue from customer invoice reference 83340,374539.09,0,Excel,12,revenue,credit
